code,lat,long
T2P2C4,51.0478,-114.0585
T2N4L7,51.0478,-114.0585
T2N3P7,51.0478,-114.0585
T2E6W6,51.0478,-114.0585
T2E6W5,51.0478,-114.0585
T2P3T3,51.0478,-114.0585
T2G5J2,51.0478,-114.0585
T2P3P8,51.0478,-114.0585
T1H2B8,49.5186,-112.1748
T0K2P0,49.5186,-112.1748
T1M1M6,49.5186,-112.1748
T0K2E0,49.5186,-112.1748
T0K2G0,49.5186,-112.1748
T0K2B0,49.5186,-112.1748
T1G1B6,49.7912,-112.1514
T0K0B0,49.7912,-112.1514
T0K2G0,49.7912,-112.1514
T1G1J2,49.7912,-112.1514
T1G1E4,49.7912,-112.1514
T1G1M3,49.7912,-112.1514
T1G1A4,49.7912,-112.1514
T1G1K2,49.7912,-112.1514
T1G1K1,49.7912,-112.1514
T1G1E6,49.7912,-112.1514
T1G1M1,49.7912,-112.1514
T1G1E8,49.7912,-112.1514
T1G1A2,49.7912,-112.1514
T1G1G4,49.7912,-112.1514
T0K1X0,49.7912,-112.1514
T1G1B8,49.7912,-112.1514
T1G1E1,49.7912,-112.1514
T1G1G6,49.7912,-112.1514
T1G1G7,49.7912,-112.1514
T1G1A9,49.7912,-112.1514
T4H1P2,51.9307,-114.0292
T0M0K0,51.9307,-114.0292
T4H1P7,51.9307,-114.0292
T4H1P5,51.9307,-114.0292
T4G1T8,51.9307,-114.0292
T4G1T7,51.9307,-114.0292
T0M0K,51.9307,-114.0292
T4H1P6,51.9307,-114.0292
T2J7E,51.0478,-114.0585
T2J5N8,51.0478,-114.0585
T2J5N5,51.0478,-114.0585
T2J3P,51.0478,-114.0585
T2J3R,51.0478,-114.0585
T2W4Y1,51.0478,-114.0585
T2J5Y,51.0478,-114.0585
T2J3C8,51.0478,-114.0585
T2J2S,51.0478,-114.0585
T2J6N7,51.0478,-114.0585
T2J6S,51.0478,-114.0585
T2J5J,51.0478,-114.0585
T2J0J7,51.0478,-114.0585
T2J3V1,51.0478,-114.0585
T2J6P,51.0478,-114.0585
T2J3A,51.0478,-114.0585
T2J4H,51.0478,-114.0585
T2J0N3,51.0478,-114.0585
T2J6J2,51.0478,-114.0585
T2J5E,51.0478,-114.0585
T3K4H4,51.0478,-114.0585
T3K4A9,51.0478,-114.0585
T3K4J7,51.0478,-114.0585
T3K4C2,51.0478,-114.0585
T3K4G2,51.0478,-114.0585
T3K4E8,51.0478,-114.0585
T3K4A5,51.0478,-114.0585
T3K4B1,51.0478,-114.0585
T3K4J1,51.0478,-114.0585
T0M0E0,51.0478,-114.0585
T2M4L5,51.0478,-114.0585
T3K4C5,51.0478,-114.0585
T3K4C7,51.0478,-114.0585
T3K4C8,51.0478,-114.0585
T3K4A6,51.0478,-114.0585
T3K4B9,51.0478,-114.0585
T3K4L3,51.0478,-114.0585
T3K4G4,51.0478,-114.0585
T3K4C1,51.0478,-114.0585
T3K4C4,51.0478,-114.0585
T4G1G3,52.0211,-113.9229
T4G1M7,52.0211,-113.9229
T4G1E5,52.0211,-113.9229
T4G1M8,52.0211,-113.9229
T4G1M5,52.0211,-113.9229
T4G1N7,52.0211,-113.9229
T4G1P8,52.0211,-113.9229
T4G1T9,52.0211,-113.9229
T0M1A,52.0211,-113.9229
T4G1J2,52.0211,-113.9229
T4G1R7,52.0211,-113.9229
T4G1H4,52.0211,-113.9229
T4G1K7,52.0211,-113.9229
T4G1H3,52.0211,-113.9229
T4G1K9,52.0211,-113.9229
T4G1S7,52.0211,-113.9229
T4G1T7,52.0211,-113.9229
T4G1T8,52.0211,-113.9229
T4G1H7,52.0211,-113.9229
T4G1E7,52.0211,-113.9229
T2R0R5,51.0478,-114.0585
T2R0M7,51.0478,-114.0585
T2S0L9,51.0478,-114.0585
T2S2A8,51.0478,-114.0585
T2S0E1,51.0478,-114.0585
T2R0P8,51.0478,-114.0585
T2S0C9,51.0478,-114.0585
T2S0B4,51.0478,-114.0585
T2R1H9,51.0478,-114.0585
T2S2T3,51.0478,-114.0585
T2S2T9,51.0478,-114.0585
T2S0M3,51.0478,-114.0585
T2S2S7,51.0478,-114.0585
T2R0N7,51.0478,-114.0585
T2S0K8,51.0478,-114.0585
T2R0R8,51.0478,-114.0585
T3C3S3,51.0478,-114.0585
T2S0A9,51.0478,-114.0585
T3C3S1,51.0478,-114.0585
T2R0S8,51.0478,-114.0585
T3C3S1,51.0478,-114.0585
T2R0R5,51.0478,-114.0585
T2T4G1,51.0478,-114.0585
T2R1M6,51.0478,-114.0585
T3C0V9,51.0478,-114.0585
T2R0M7,51.0478,-114.0585
T2R1N1,51.0478,-114.0585
T2R0L7,51.0478,-114.0585
T2T4M5,51.0478,-114.0585
T2T5C7,51.0478,-114.0585
T2R0N7,51.0478,-114.0585
T2R0S8,51.0478,-114.0585
T3C0T1,51.0478,-114.0585
T2R1H9,51.0478,-114.0585
T3C3S3,51.0478,-114.0585
T3C3S6,51.0478,-114.0585
T2R0L5,51.0478,-114.0585
T2S2T9,51.0478,-114.0585
T2R1M9,51.0478,-114.0585
T2S0C5,51.0478,-114.0585
T2E0H4,51.0478,-114.0585
T2E1L9,51.0478,-114.0585
T2E0L7,51.0478,-114.0585
T2E6V7,51.0478,-114.0585
T2E1J8,51.0478,-114.0585
T2E0L8,51.0478,-114.0585
T2E0K6,51.0478,-114.0585
T2E1L1,51.0478,-114.0585
T2E0S6,51.0478,-114.0585
T2K6B6,51.0478,-114.0585
T2E2W5,51.0478,-114.0585
T2E0J3,51.0478,-114.0585
T2E6V9,51.0478,-114.0585
T2E7X3,51.0478,-114.0585
T2K1A2,51.0478,-114.0585
T2E0E4,51.0478,-114.0585
T2E0J4,51.0478,-114.0585
T2E0B2,51.0478,-114.0585
T2E0K9,51.0478,-114.0585
T2E0E5,51.0478,-114.0585
T2P3T6,51.0478,-114.0585
T2P3V4,51.0478,-114.0585
T2E0B3,51.0478,-114.0585
T2G1B3,51.0478,-114.0585
T2P2Y3,51.0478,-114.0585
T2P3B6,51.0478,-114.0585
T2P1G4,51.0478,-114.0585
T2P0H3,51.0478,-114.0585
T2P3H5,51.0478,-114.0585
T2P0T9,51.0478,-114.0585
T2P4K9,51.0478,-114.0585
T2P3H7,51.0478,-114.0585
T2P0K1,51.0478,-114.0585
T2G0P3,51.0478,-114.0585
T2P2X6,51.0478,-114.0585
T2P2M7,51.0478,-114.0585
T2P1H5,51.0478,-114.0585
T2P3G9,51.0478,-114.0585
T2P3C8,51.0478,-114.0585
T2P3R5,51.0478,-114.0585
T2P0V1,51.0478,-114.0585
T2P1H7,51.0478,-114.0585
T2G4T5,51.0478,-114.0585
T2R0V8,51.0478,-114.0585
T2G4Z9,51.0478,-114.0585
T2R1J4,51.0478,-114.0585
T2P0W7,51.0478,-114.0585
T2G5B4,51.0478,-114.0585
T2P3C5,51.0478,-114.0585
T2P3T1,51.0478,-114.0585
T2P4H2,51.0478,-114.0585
T2P3G8,51.0478,-114.0585
T2P3S8,51.0478,-114.0585
T2R1H3,51.0478,-114.0585
T2P2B3,51.0478,-114.0585
T2P2A6,51.0478,-114.0585
T2P3P4,51.0478,-114.0585
T2R1K8,51.0478,-114.0585
T2P3J4,51.0478,-114.0585
T2P0J8,51.0478,-114.0585
T2R1K8,51.0478,-114.0585
T2G4Z9,51.0478,-114.0585
T2P3N2,51.0478,-114.0585
T2P0J8,51.0478,-114.0585
T2P0N4,51.0478,-114.0585
T2R1H3,51.0478,-114.0585
T2P0V1,51.0478,-114.0585
T2P0Z3,51.0478,-114.0585
T2P3N3,51.0478,-114.0585
T2P0G7,51.0478,-114.0585
T2R0K6,51.0478,-114.0585
T2P1A6,51.0478,-114.0585
T2G4W8,51.0478,-114.0585
T2G5B4,51.0478,-114.0585
T2P2A6,51.0478,-114.0585
T2P1M3,51.0478,-114.0585
T2G4T5,51.0478,-114.0585
T2G5G4,51.0478,-114.0585
T2P2T9,51.0478,-114.0585
T2P1A4,51.0478,-114.0585
T2P2T5,51.0478,-114.0585
T2P3C6,51.0478,-114.0585
T2P0G7,51.0478,-114.0585
T2R0A3,51.0478,-114.0585
T2R0C3,51.0478,-114.0585
T2P3E8,51.0478,-114.0585
T2R0M4,51.0478,-114.0585
T2P3C8,51.0478,-114.0585
T2P4K8,51.0478,-114.0585
T2R1H3,51.0478,-114.0585
T2P0J8,51.0478,-114.0585
T2G4T5,51.0478,-114.0585
T2R1K8,51.0478,-114.0585
T2P2B3,51.0478,-114.0585
T2P2A6,51.0478,-114.0585
T2G4Z9,51.0478,-114.0585
T2P3G8,51.0478,-114.0585
T2P3T6,51.0478,-114.0585
T2R0K6,51.0478,-114.0585
T2P1A6,51.0478,-114.0585
T2A6J4,51.0478,-114.0585
T2A0W6,51.0478,-114.0585
T2A7E,51.0478,-114.0585
T2A6G8,51.0478,-114.0585
T2B2K3,51.0478,-114.0585
T2A0L6,51.0478,-114.0585
T2B3K4,51.0478,-114.0585
T2A6E4,51.0478,-114.0585
T2A5P7,51.0478,-114.0585
T2A0V5,51.0478,-114.0585
T2A6E1,51.0478,-114.0585
T2B0A3,51.0478,-114.0585
T2A0W5,51.0478,-114.0585
T2A5H5,51.0478,-114.0585
T2A2K2,51.0478,-114.0585
T2A0P9,51.0478,-114.0585
T2A5Z7,51.0478,-114.0585
T2A5Z8,51.0478,-114.0585
T2A5M,51.0478,-114.0585
T2B2N5,51.0478,-114.0585
T2C3Z6,51.0478,-114.0585
T2C2G,51.0478,-114.0585
T2C3M7,51.0478,-114.0585
T2C4E4,51.0478,-114.0585
T2C4A8,51.0478,-114.0585
T2Z2K6,51.0478,-114.0585
T2Z2K,51.0478,-114.0585
T2C1H6,51.0478,-114.0585
T2C1X7,51.0478,-114.0585
T2C2H4,51.0478,-114.0585
T2P2G6,51.0478,-114.0585
T2Z2H,51.0478,-114.0585
T2C3Z1,51.0478,-114.0585
T2Z2A,51.0478,-114.0585
T2Z2M,51.0478,-114.0585
T2C1H5,51.0478,-114.0585
T2Z2M8,51.0478,-114.0585
T2C4H8,51.0478,-114.0585
T2Z2E,51.0478,-114.0585
T2Z2M9,51.0478,-114.0585
T2G0E4,51.0478,-114.0585
T2P3R7,51.0478,-114.0585
T2P0G7,51.0478,-114.0585
T2P4K8,51.0478,-114.0585
T2P2A6,51.0478,-114.0585
T2G4W8,51.0478,-114.0585
T2R1M1,51.0478,-114.0585
T2R1K8,51.0478,-114.0585
T2G4T5,51.0478,-114.0585
T2P0J8,51.0478,-114.0585
T2P4H2,51.0478,-114.0585
T2P3G8,51.0478,-114.0585
T2P2B3,51.0478,-114.0585
T2P1A6,51.0478,-114.0585
T2G4Z9,51.0478,-114.0585
T2P4J8,51.0478,-114.0585
T2R0K6,51.0478,-114.0585
T2P2Y3,51.0478,-114.0585
T2G4W4,51.0478,-114.0585
T2P3H7,51.0478,-114.0585
T2W3C1,51.0478,-114.0585
T2V3S,51.0478,-114.0585
T2W4B1,51.0478,-114.0585
T2V0K6,51.0478,-114.0585
T2V4T,51.0478,-114.0585
T2V1R3,51.0478,-114.0585
T2W4Z4,51.0478,-114.0585
T2W3E7,51.0478,-114.0585
T2V5J8,51.0478,-114.0585
T2V4N,51.0478,-114.0585
T2W1H,51.0478,-114.0585
T2V1S5,51.0478,-114.0585
T2W3E,51.0478,-114.0585
T2V4W,51.0478,-114.0585
T2V4S,51.0478,-114.0585
T2V0X6,51.0478,-114.0585
T2W5H1,51.0478,-114.0585
T2W3N,51.0478,-114.0585
T2W2S,51.0478,-114.0585
T2V0X5,51.0478,-114.0585
T3A2H9,51.0478,-114.0585
T3G1Y9,51.0478,-114.0585
T3G1V5,51.0478,-114.0585
T3L1B6,51.0478,-114.0585
T3G3M9,51.0478,-114.0585
T3G1E2,51.0478,-114.0585
T3G1W6,51.0478,-114.0585
T3L1T8,51.0478,-114.0585
T3G3W,51.0478,-114.0585
T3G1Y,51.0478,-114.0585
T2M4L4,51.0478,-114.0585
T3A2M,51.0478,-114.0585
T3G2Z,51.0478,-114.0585
T3A2Y3,51.0478,-114.0585
T3G1L4,51.0478,-114.0585
T3A2R4,51.0478,-114.0585
T3G1P,51.0478,-114.0585
T3G1R,51.0478,-114.0585
T3A2J1,51.0478,-114.0585
T3G1Z3,51.0478,-114.0585
T3H1E,51.0478,-114.0585
T3E2J6,51.0478,-114.0585
T3E4T6,51.0478,-114.0585
T3E6N3,51.0478,-114.0585
T3C0E7,51.0478,-114.0585
T3E6M7,51.0478,-114.0585
T3E1T9,51.0478,-114.0585
T3H2V,51.0478,-114.0585
T3C1S2,51.0478,-114.0585
T3H2H4,51.0478,-114.0585
T3E7B9,51.0478,-114.0585
T3E1E5,51.0478,-114.0585
T3E6S9,51.0478,-114.0585
T3E2P8,51.0478,-114.0585
T3E3H4,51.0478,-114.0585
T3H3G,51.0478,-114.0585
T3C2Y,51.0478,-114.0585
T3H3B,51.0478,-114.0585
T3E7B3,51.0478,-114.0585
T3E6V2,51.0478,-114.0585
T3G3W,51.0478,-114.0585
T3A5A3,51.0478,-114.0585
T3L1W1,51.0478,-114.0585
T3L1W6,51.0478,-114.0585
T3G3M8,51.0478,-114.0585
T3L1Y4,51.0478,-114.0585
T3G4C9,51.0478,-114.0585
T3G3N6,51.0478,-114.0585
T3G3K2,51.0478,-114.0585
T3G1L4,51.0478,-114.0585
T3G3X6,51.0478,-114.0585
T3G3M9,51.0478,-114.0585
T3G2A7,51.0478,-114.0585
T3G3T2,51.0478,-114.0585
T3G1P,51.0478,-114.0585
T3L1T6,51.0478,-114.0585
T3G1Y,51.0478,-114.0585
T3G1R,51.0478,-114.0585
T3L1X4,51.0478,-114.0585
T3G3J4,51.0478,-114.0585
T3E6N5,51.0478,-114.0585
T3E6T4,51.0478,-114.0585
T2P2G4,51.0478,-114.0585
T3H1W,51.0478,-114.0585
T3E3C4,51.0478,-114.0585
T3H1B,51.0478,-114.0585
T3H1E,51.0478,-114.0585
T3E2P8,51.0478,-114.0585
T3E6S4,51.0478,-114.0585
T3E6V,51.0478,-114.0585
T3E6W3,51.0478,-114.0585
T3E6S9,51.0478,-114.0585
T3E6N3,51.0478,-114.0585
T3C1S2,51.0478,-114.0585
T3E6M5,51.0478,-114.0585
T3C2Y,51.0478,-114.0585
T3E1E5,51.0478,-114.0585
T3C3T,51.0478,-114.0585
T3E4N,51.0478,-114.0585
T2P2G5,51.0478,-114.0585
T2G4C9,51.0478,-114.0585
T2G2L2,51.0478,-114.0585
T2T2J3,51.0478,-114.0585
T2S2T1,51.0478,-114.0585
T2G4C8,51.0478,-114.0585
T2S1R5,51.0478,-114.0585
T2G4X4,51.0478,-114.0585
T2T4H4,51.0478,-114.0585
T2S2R6,51.0478,-114.0585
T2S1Z,51.0478,-114.0585
T2G4B7,51.0478,-114.0585
T2G4A7,51.0478,-114.0585
T2G2L3,51.0478,-114.0585
T3E5G1,51.0478,-114.0585
T3E1N5,51.0478,-114.0585
T3E1L6,51.0478,-114.0585
T2S1J4,51.0478,-114.0585
T2G2A5,51.0478,-114.0585
T2S0R6,51.0478,-114.0585
T2G2A7,51.0478,-114.0585
T2R0S8,51.0478,-114.0585
T2T3P5,51.0478,-114.0585
T2T4M9,51.0478,-114.0585
T3C0R6,51.0478,-114.0585
T2R0R1,51.0478,-114.0585
T2T0H8,51.0478,-114.0585
T2T0K,51.0478,-114.0585
T3C3S3,51.0478,-114.0585
T2R0N7,51.0478,-114.0585
T2R0P1,51.0478,-114.0585
T2R1K5,51.0478,-114.0585
T2R0L5,51.0478,-114.0585
T3C3S6,51.0478,-114.0585
T2R0J5,51.0478,-114.0585
T3C0X8,51.0478,-114.0585
T2T0L4,51.0478,-114.0585
T2R1N1,51.0478,-114.0585
T3C0V9,51.0478,-114.0585
T2R0S4,51.0478,-114.0585
T2S0K9,51.0478,-114.0585
T3C3S3,51.0478,-114.0585
T3C0M5,51.0478,-114.0585
T2R0P1,51.0478,-114.0585
T3C0X5,51.0478,-114.0585
T2R0R4,51.0478,-114.0585
T2S0C6,51.0478,-114.0585
T2R1K5,51.0478,-114.0585
T3C0T1,51.0478,-114.0585
T3C0V9,51.0478,-114.0585
T3C3S6,51.0478,-114.0585
T2R0N7,51.0478,-114.0585
T2R1M9,51.0478,-114.0585
T3C0X7,51.0478,-114.0585
T3C0K1,51.0478,-114.0585
T2R0L5,51.0478,-114.0585
T3C0X8,51.0478,-114.0585
T2T0K,51.0478,-114.0585
T2R0S4,51.0478,-114.0585
T2R1J5,51.0478,-114.0585
T2T0A3,51.0478,-114.0585
T3E3H4,51.0478,-114.0585
T3C0E7,51.0478,-114.0585
T3E6R1,51.0478,-114.0585
T3E0A7,51.0478,-114.0585
T3E6W2,51.0478,-114.0585
T3C2Z,51.0478,-114.0585
T3E6T3,51.0478,-114.0585
T3E6M7,51.0478,-114.0585
T3C2Y,51.0478,-114.0585
T3E6N5,51.0478,-114.0585
T3E6S9,51.0478,-114.0585
T3E5K8,51.0478,-114.0585
T3E1J5,51.0478,-114.0585
T3C3T6,51.0478,-114.0585
T3H1E,51.0478,-114.0585
T3E6N3,51.0478,-114.0585
T3E6T4,51.0478,-114.0585
T3E6W3,51.0478,-114.0585
T3E1E5,51.0478,-114.0585
T3E4N,51.0478,-114.0585
T3A0E2,51.0478,-114.0585
T3A0Z,51.0478,-114.0585
T3A2H4,51.0478,-114.0585
T3B2M3,51.0478,-114.0585
T3A2V,51.0478,-114.0585
T3B4R6,51.0478,-114.0585
T3B2B9,51.0478,-114.0585
T3B5E6,51.0478,-114.0585
T3B5G,51.0478,-114.0585
T3A2E3,51.0478,-114.0585
T3B3X2,51.0478,-114.0585
T3B5H,51.0478,-114.0585
T3A2E4,51.0478,-114.0585
T3A3H,51.0478,-114.0585
T3A2E,51.0478,-114.0585
T3A2N1,51.0478,-114.0585
T2L2J8,51.0478,-114.0585
T3B4N,51.0478,-114.0585
T3A2C9,51.0478,-114.0585
T3A2M9,51.0478,-114.0585
T2A0W5,51.0478,-114.0585
T2A5Z7,51.0478,-114.0585
T2A3N2,51.0478,-114.0585
T2A6E4,51.0478,-114.0585
T2A6R9,51.0478,-114.0585
T2A5M,51.0478,-114.0585
T2A3E7,51.0478,-114.0585
T2A0A8,51.0478,-114.0585
T2A6L7,51.0478,-114.0585
T2A5K,51.0478,-114.0585
T2A7E,51.0478,-114.0585
T2B2W,51.0478,-114.0585
T2A2K2,51.0478,-114.0585
T2A0W6,51.0478,-114.0585
T2B0A3,51.0478,-114.0585
T2B2N5,51.0478,-114.0585
T2B1Y9,51.0478,-114.0585
T2A5Z8,51.0478,-114.0585
T2A5J8,51.0478,-114.0585
T2A5P7,51.0478,-114.0585
T3E4N,51.0478,-114.0585
T3E6N4,51.0478,-114.0585
T3E6N5,51.0478,-114.0585
T3E6S2,51.0478,-114.0585
T3E5K8,51.0478,-114.0585
T3H3B,51.0478,-114.0585
T3C2P9,51.0478,-114.0585
T3E6V8,51.0478,-114.0585
T3E6M5,51.0478,-114.0585
T3H1E,51.0478,-114.0585
T3E6S9,51.0478,-114.0585
T3C2Y,51.0478,-114.0585
T3E6W3,51.0478,-114.0585
T3E6N3,51.0478,-114.0585
T3C1S2,51.0478,-114.0585
T3E6X,51.0478,-114.0585
T3E6T4,51.0478,-114.0585
T3H2T3,51.0478,-114.0585
T3E1J5,51.0478,-114.0585
T3E6S3,51.0478,-114.0585
T2E6K3,51.0478,-114.0585
T2E6P7,51.0478,-114.0585
T2E7A4,51.0478,-114.0585
T2E6T7,51.0478,-114.0585
T2E7S8,51.0478,-114.0585
T2E7P1,51.0478,-114.0585
T2E6L2,51.0478,-114.0585
T2E6Y9,51.0478,-114.0585
T2E7E1,51.0478,-114.0585
T2E7C8,51.0478,-114.0585
T2E6V2,51.0478,-114.0585
T2E7J2,51.0478,-114.0585
T2E6S8,51.0478,-114.0585
T1Y5E4,51.0478,-114.0585
T1Y5R8,51.0478,-114.0585
T2E4Y5,51.0478,-114.0585
T2E7E4,51.0478,-114.0585
T2E6L1,51.0478,-114.0585
T2E6Z3,51.0478,-114.0585
T1Y6M6,51.0478,-114.0585
T2W5J,51.0478,-114.0585
T2V5J8,51.0478,-114.0585
T2V4X8,51.0478,-114.0585
T2W3L,51.0478,-114.0585
T2V0X5,51.0478,-114.0585
T2V5H6,51.0478,-114.0585
T2W5G,51.0478,-114.0585
T2V4N,51.0478,-114.0585
T2W5H1,51.0478,-114.0585
T2W4Z4,51.0478,-114.0585
T2V0X6,51.0478,-114.0585
T2W4S,51.0478,-114.0585
T2W3E,51.0478,-114.0585
T2W3M,51.0478,-114.0585
T2V4S,51.0478,-114.0585
T2W1H,51.0478,-114.0585
T2W2S,51.0478,-114.0585
T2W3N,51.0478,-114.0585
T2V1S5,51.0478,-114.0585
T2V4W,51.0478,-114.0585
T2H0K8,51.0478,-114.0585
T2V5H3,51.0478,-114.0585
T2V0H6,51.0478,-114.0585
T2J6P6,51.0478,-114.0585
T2V5B,51.0478,-114.0585
T2H0G3,51.0478,-114.0585
T2V0G6,51.0478,-114.0585
T2V0G9,51.0478,-114.0585
T2H2K6,51.0478,-114.0585
T2V0H9,51.0478,-114.0585
T2H0K9,51.0478,-114.0585
T2J6S,51.0478,-114.0585
T2H1N6,51.0478,-114.0585
T2V4Z3,51.0478,-114.0585
T2V0E5,51.0478,-114.0585
T2V1R8,51.0478,-114.0585
T2V5A8,51.0478,-114.0585
T2H1N,51.0478,-114.0585
T2H2K5,51.0478,-114.0585
T2H0K3,51.0478,-114.0585
T2V0H4,51.0478,-114.0585
T2V0H6,51.0478,-114.0585
T2H2K5,51.0478,-114.0585
T2V1R8,51.0478,-114.0585
T2V2X5,51.0478,-114.0585
T2V5B,51.0478,-114.0585
T2H2S4,51.0478,-114.0585
T2J3A6,51.0478,-114.0585
T2H1N6,51.0478,-114.0585
T2H1N,51.0478,-114.0585
T2V0H9,51.0478,-114.0585
T2H0K9,51.0478,-114.0585
T2V0M2,51.0478,-114.0585
T2J6S,51.0478,-114.0585
T2V0E5,51.0478,-114.0585
T2J0E,51.0478,-114.0585
T2W2T,51.0478,-114.0585
T2V5H3,51.0478,-114.0585
